date,review
il y a 7 ans,Enfin je retrouve ma chaine de burgers préférée de Montréal à Paris. Et il y a enfin un peu moins de monde (j'y étais à 23h aussi il faut dire). …
il y a 7 ans,"Je déconseille fortement, burger hors de prix, steak aussi épais qu'une crêpe, frites à peine cuites,  ils n'acceptent pas les  gros billets, la musique est à fond, c'est impossible de manger sur place tellement il y a du bruit et bien sûr il n'y a aucune direction à qui se plaindre. Une horreur ce restaurant"
il y a 5 ans,"Burgers généreux, de bonne qualité. Boissons aux goûts variés et peux fréquents. Petit bémol pour le son trop fort de la musique dans la première salle."
il y a 7 ans,"Nous sommes venus le dernier de la présidence d'Obama au USA . Les surprises ont vite pris le pas sur les déceptions. Nous commandons        2 Cheeseburger Bacon , 2 grandes frites et 2 grands coca , on nous annonce 42€ à payer , bon on …"
il y a 5 ans,C'est plus cher qu'un fast food mais c'est tellement bon!! Le nombre de boisson proposée est juste géniale. Les milk-shake sont une tuerie. Y aller en heure creuse pour éviter d'attendre trop longtemps.
il y a 3 ans,"Vraiment trop cher pour ce que c'est.
Le burger à 10 euros c'est vraiment trop cher d'autant plus qu'il n'est pas si bon que ca. Et la boisson à la machine pour 4 euros c""est vraiment une blague"
il y a un an,Pour ceux qui ne savent pas manger autre chose que des hamburgers. Service un peu long mais les sandwichs sont plutôt corrects.
il y a 7 ans,"Hamburgers délicieux, frites excellentes et portions copieuses. Si vous souhaitez faire le grand Chelem avec le milkshake, soyez entraîné ! Vous risquez de caler en route.
Un peu cher toutefois..."
il y a 5 ans,"Frites épicées excellentes et ça s'arrête là ! Burger sans plus, machine à boisson en panne... Finalement réparée pour ne pas avoir la boisson souhaitée. Globalement trop cher pour ce que c'est."
il y a 5 ans,"Les Burgers sont bons, les frites excellentes mais pas de plateau pour manger les burgers, on doit manger sur la table donc pas trop hygiénique , pas top ! Les prix sont beaucoup trop cher aussi et tout est au détail à l’achat"
il y a 5 ans,C était une première pour moi et personnellement j ai pas apprécié la viande n avais pas assez de goût manque d épice et ce qui m'a un peu rebuter c le service c est à dire l emballage des hamburger dans le papier alu c pas très pratique.
il y a 9 mois,"Sympathique, dans le quartier des Halles de Bercy...
Good job 👍
Après on connaît le produit...et on y va aussi pour cela.... …"
il y a 2 ans,"Hamburgers corrects mais qui ne justifie pas du tout ce prix....Facture 37 € pour 2 hamburgers 2 frites et 2 bouteilles d eau.
Personnellement je ny retournerai pas."
il y a 4 ans,"Mention spéciale pour leurs milkshakes qui sont à tomber! J'apprécie aussi la multitude de choix concernant les boissons. Pour les burgers, je trouve cela sans plus, un peu cher pour ce que c'est."
il y a 6 ans,"Trop cher selon moi mais, produits frais. Pas de menus (burger + frites + boisson), obligé de tout acheter séparément et donc pas de prix avantageux. Carte assez pauvre (je m'attendais à quelque chose du niveau McDonald's)."
il y a 4 ans,Les burgers sont bons mais cher pour du fast food  US (je pense qu'au États-Unis le prix est identique au MacDo...). Par contre c'est fait minute donc point positif.
il y a un an,"Burger bon à l'ouverture,mais comme d'hab la qualité se dégrade car on fait du chiffre et on prends beaucoup de client au détriment de la qualité et de l'accueil.Autre visite effectuée ce jour (le 5/11/22) après mon mauvais accueil à …"
il y a 5 ans,"Beaucoup beaucoup trop long (1h d'attente) alors qu'il n'y avait pas tant de monde que ça. Les cuisines sont très lentes, les commandes aussi. …"
il y a 5 ans,"Super fast food. Très bons burgers et frites maison. Boissons à volonté (il faut aller demander un  nouveau verre à la caisse).
Relativement cher mais bons produits de qualité et quantités plutôt généreuses.
Service parfois un peu long et restaurants parfois un peu bruyants (musique assez forte)"
il y a 5 ans,"Facile d'accès, le cadre est intéressant. On a accès visuellement à la cuisine. Je n'ai pas été déçu de l'hamburger. A conseiller, si vous voulez changer de MC Donald's."
il y a 3 ans,"Cela reste un avis personnel, mais c est tres surcoté. C est certes bien meilleur que la chaine de Ronald, mais je connais beaucoup de brasserie qui font mieux pour pas plus cher."
il y a 6 ans,"Des burgers savoureux et personnalisables, un goût unique, l'une des meilleures chaînes de fast food.
Aussi, la présence d'une machine coca cola freestyle rajoute de bons points. …"
il y a 7 ans,"Client régulier de five guys usa.

Je suis très très déçu par celui de Paris. …"
il y a 7 ans,"Impatiente d'y goûter vu l'engouement de cette chaine et au final j'ai interdit mon entourage de s'y rendre !! 10,00€ pour hamburger sans frites sans rien et même sans goût !! Sel et poivre vous connaissez ??"
il y a 4 ans,"Moi j'ai pas trop aimé... Super gras et assez cher... Après c'est rapide.
Mais bon les gouts et les couleurs.... Après moi perso je préfère un bon hamburger Hipopotamus ;)"
il y a 5 ans,On m'en a fait des éloges et j'ai été un peu deçu du burger pour le prix je ne l'ai pas trouvé à tomber le steack était bien trop cuit. Dommage parce que les frites sont excellente.
il y a 5 ans,"Attention les portions xxl sont dignes d'un estomac americain. Pas de menu ni plateau repas, un sachet papier meme pour manger sur place. Du self service integral.Seul bemol burger un peu mou enferme dans de l'aluminium et frites rustiques …"
il y a 7 ans,"Bon fast food mais très cher par rapport à aux États-Unis. De plus il faut batailler pour trouver une place assise, et ce après beaucoup de queue avant de commander. En revanche, une fois la commande passée, on est servis très rapidement !"
il y a 4 ans,"Les burgers sont vraiment excellents, le choix des boissons est assez large, le milshake très bon également.
Pour les frites une grande pour 3 suffit."
il y a 7 ans,"Lieux sympa, deco cool. Mais prix très très cher : 2 burger + 2 boissons et 1 frite à deux plus de 30€. C vraiment exagéré. Le goût heureusement est là ! Mais quand même assez cher. …"
il y a 9 mois,Excellent ! Des frites jusqu'au burger... Un véritable délice !
il y a 7 ans,"Prix excessif pour la qualité et le goût du Burger, mais concept de pouvoir composer soi-même son Burger intéressant.
Les milk-shakes sont très bons."
il y a 7 ans,"Une armée vous servir, du monde oui, mais aussi en cuisine, burger 100% personnalisable et frais, frites maisons salées correctement, bref première expérience chez Five Guy's réussie ! Prix au delà de la moyenne par contre 17€ (Cheese+frites+boisson à volonté), grand choix de boissons avec ou sans glaçons ! 😉 …"
il y a 4 ans,"Service peu accueillant, burger fade et bâclé et frites servies en vrac dans un sac le tout saupoudré d'une addition bien salée... À éviter …"
il y a 4 ans,"J’ai adoré les burgers, les frites tout autant excellentes et on sent bien que sont des vrais !
Seul petit regret le prix beaucoup trop excessif pour moi !"
il y a 2 ans,"Accueille : 4/5
Vitesse du service : 4/5
Cadre 3/5 Trop bruyant …"
il y a 5 mois,C'est toujours aussi bon !
il y a 7 ans,"PAS DE MENU > beaucoup trop cher pour ce que c'est, je n'y retournerai pas

Les - : trois bouts de salade, oignons et champignons pas GRILLÉS mais RISSOLÉS, …"
il y a 3 ans,"Malgré le bon goût, le burger ne tiens pas. Le papier aluminium fait jeter son jus a la viande... Pour le prix que ça coûte je le déconseille."
il y a 5 ans,"Le hamburger qu'on me faisait dans les familles américaines, ce n'est pas light, ni même raffiné ou subtil, c'est même excessif, mais parfois c'est exactement ce que l'on veut. Et on l'obtient ! Mention speciale pour les frites fraiches : …"
il y a 5 ans,"Voilà finalement les burgers aux ingrédients frais, flattés par Obama. Les burgers sont préparés a la demande avec les ingrédients de votre choix - la formule que je préfère. La grande frite suffit pour 4 personnes. Le distributeur de …"
il y a 7 ans,"L'idée de composer son burger est le seul vrai plus de l'enseigne. Insuffisant pour équilibrer le rapport qualité-prix.
Le burger est bon, les frites aussi mais ça reste cher pour ce que c'est..."
il y a 3 ans,"Même si le milkshake était bon et que la personne qui a pris ma commande était très agréable, ce n'est pas normal de devoir attendre 18 minutes alors que j'ai juste commandé un milkshake et qu'ils étaient 12 à encaisser/préparer les commandes..."
il y a 5 ans,"Les burgers sont bons, avec le choix des aliments c'est top ! Par contre les tables ne sont pas nettoyés régulièrement j'ai du le faire moi même parce que d'autres clients n'avaient pas respecté ceux qui allaient les suivre."
il y a 4 ans,"C'est une des meilleures chaînes de fast food, les dwichs sont cher et ils ont bon goût de carrelage propre, c'est une blague. Ambiance aseptisé avec des places à l'ombre sans lumière naturelle. Bon ap'"
il y a 4 ans,"Attention quand vous consommez sur place, des voleurs font des rondes a l'interieur vu qu'il y a une sortie au fond du fast food. J'étais en train de discuter avec des amis quand l'un des malfrats a feinter vouloir se gratter la jambe en …"
il y a 4 ans,La personne qui nous a pris la commande était vraiment sympa et nous a bien renseigné sur le concept que nous ne connaissions pas. Le Burger n'était pas terrible mais les frites très bonnes cependant.
il y a 7 ans,J'adore le bacon burger. De loin le meilleur bacon de paris. Les milkshakes sont delicieux. Mais les burgers et les frites sont vraiment savoureux. La viande n'est pas trop epaisse par contre le fromage est le seul bemol de tt le burger.
il y a 6 ans,"Burger avec du goût, le fait de choisir ses ingrédients sans limite est original. Frites très bonnes, portions énormes. Dommage que le trio Burger-frites-boisson revienne aussi cher..."
il y a 6 ans,"Une étoile pour la musique. Sandwich dégueulasse, le bacon était brûlé, un carré de salade dans le sandwich. Très mauvais rapport qualité prix! En plus les gants qui préparent les sandwichs touchent aux téléphones et nettoient les plans de …"
il y a 9 mois,"La nourriture reste du fast food, mais les équipes de ce five guys sont incroyable. Vraiment tous sont adorable et attentionnés."
il y a un an,"Les burgers sont à la carte ,donc je trouve la facture au final très chère, les ingrédients ajoutés sont à la pièce. Pas de menus proposés"
il y a 5 mois,Burgers corrects..et  personnes serviables
il y a 5 ans,"Personnel sympa mais file d'atrente en S façon Disney un peu rebarbative. Bondé et bruyant. C'est bon mais on attend pour commander, on attend pour percevoir sa commande et on re attend pour se servir à boire. A noter, large panel de boisson."
il y a 4 ans,Équipe qui aime beaucoup discuter entre eux de l'encadrement aux subalternes et qui s'en fichent complètement de devoir donner une qualité de service efficace a sa clientèle en prenant tout leur temps pour la préparation des sandwichs. Irrespectueux de leur part.
il y a 2 ans,"Du vol. Burgers hors de prix (60€ à 5 dont 3 enfants), le pain ramolli, l'hygiène des tables très bof, les toilettes dont le sol colle.... passez votre chemin"
il y a 7 ans,Les photos parlent d elles meme les burgers font pas envie ( emballe dans de l alu et tout  ecrase) frite tres grace. Pas peine de prendre une grande frite vu le goblet deborde et le fontdu sac est plein... mais la quantite fait pas la …
il y a 5 ans,"Payer environ 17 euro pour un burger pas exceptionnel avec du bacon sans gout et cramer, des frites et une boisson. Aller à burger King c meilleur et moins cher."
il y a 2 ans,"Bruyant, musique inutile, air enfumé, personnel de bonne volonté mais se gênant car trop nombreux dans un espace trop petit, et manifestement mal formé, hot dog simple de mauvaise qualité, frites trop grasses, molles, renversées dans le sac..."
